is_bad,loan_amnt,term,int_rate,installment,grade,sub_grade,home_ownership,annual_inc,dti,delinq_2yrs,credit_length,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc
0,12000, 36 months,0.135,407.17,C,C2,MORTGAGE,57000,20.44,1,7476,0,2,,11,0,9888,52.6,19
0,20000, 60 months,0.117,441.97,B,B3,RENT,179000,16.4,0,9852,0,,,13,0,40983,67.2,35
0,7000, 36 months,0.073,217.07,A,A4,RENT,84175,8,0,7203,0,75,,8,0,16587,40.8,12
0,7500, 36 months,0.101,242.29,B,B3,MORTGAGE,65000,16.26,0,7568,1,,,15,0,16471,37.9,25
0,8000, 36 months,0.075,248.82,A,A4,MORTGAGE,55000,17.04,0,10764,1,,,9,0,24841,41.3,19
0,7000, 36 months,0.079,218.97,A,A5,RENT,43000,9.74,0,6412,1,,,5,0,5055,46.8,10
0,10000, 36 months,0.1,322.68,B,B2,RENT,32400,13.41,0,8572,3,,,6,0,6514,57.1,10
0,3000, 36 months,0.16,105.46,D,D2,RENT,18000,8.2,0,5316,1,,,9,0,3416,94.6,13
0,2500, 36 months,0.096,80.23,B,B3,MORTGAGE,64992,16.43,0,8968,0,26,,15,0,8579,38,39
0,3500, 36 months,0.089,111.14,A,A5,MORTGAGE,47500,19.76,3,8907,1,6,,11,0,3746,13.2,34
0,18000, 60 months,0.176,452.79,E,E4,MORTGAGE,90000,21.16,0,7507,6,31,,17,0,1686,30.7,45
0,15000, 36 months,0.07,463.09,A,A3,RENT,1.00E+05,18.88,0,7690,1,,,10,0,4011,19.3,29
0,5500, 36 months,0.16,193.26,C,C5,RENT,32000,21.49,0,5681,1,,,10,0,9424,88.9,14
0,7000, 60 months,0.209,188.98,G,G3,RENT,42600,11.89,2,8756,6,7,,5,0,760,15.2,12
0,7800, 36 months,0.079,244.07,A,A4,MORTGAGE,58600,7.42,0,7172,1,,,8,0,6565,59.1,20
0,6000, 36 months,0.099,193.35,B,B1,RENT,45000,16.43,1,10278,1,17,,7,0,7593,74.5,22
0,1750, 36 months,0.201,65.14,G,G5,OWN,20000,2.4,0,4981,5,,,8,0,806,17.1,10
0,4000, 36 months,0.137,136.17,C,C5,MORTGAGE,146000,7.75,0,12286,1,66,,8,0,16965,84.4,19
0,15000, 36 months,0.075,466.67,A,A4,MORTGAGE,95004,19.39,0,9729,1,,,10,0,58905,37.3,30
0,14000, 60 months,0.085,287.17,A,A5,MORTGAGE,108000,9.89,0,9060,0,,,17,0,23773,30.9,37
0,5000, 36 months,0.074,155.38,A,A2,MORTGAGE,150000,0,0,12195,0,0,0,2,0,6053,19.5,19
0,2500, 36 months,0.064,76.51,A,A1,MORTGAGE,66560,10.26,0,11099,1,,,12,0,2514,6.7,23
0,7000, 36 months,0.086,221.4,A,A5,RENT,46800,12.23,0,7721,0,69,,8,0,1287,7.8,11
0,13925, 36 months,0.161,490.12,F,F2,RENT,42000,18.94,0,8937,1,27,,7,0,17059,82.4,12
0,4000, 36 months,0.089,127.02,A,A5,MORTGAGE,112000,3.19,0,6807,0,72,44,5,2,554,39.6,12
0,12000, 36 months,0.096,385.14,A,A5,RENT,70000,8.86,0,9151,2,,,7,0,14745,34.6,20
0,6000, 36 months,0.075,186.61,A,A4,MORTGAGE,35000,15.87,0,9668,0,76,,10,0,9189,76.6,28
0,13000, 36 months,0.113,427.23,B,B2,MORTGAGE,92000,14.05,0,11708,0,,93,8,1,9551,43.8,21
0,12000, 36 months,0.066,368.45,A,A2,MORTGAGE,90000,14.76,0,7660,1,,,11,0,21855,29.5,25
0,20000, 36 months,0.143,686.12,C,C5,RENT,80004,21.19,1,14751,2,20,,10,0,11035,43.1,22
0,8000, 36 months,0.139,272.84,C,C4,OWN,58000,19.28,1,7050,3,23,,10,0,25046,93.1,18
0,6000, 60 months,0.205,160.58,G,G2,MORTGAGE,45600,15.5,0,14720,1,47,,6,0,4657,81.7,20
0,3000, 36 months,0.1,96.75,B,B5,OWN,18000,15.4,0,16212,1,0,0,9,0,12003,40.4,9
1,10375, 60 months,0.107,224.24,B,B4,RENT,34000,28.48,0,6138,3,,,8,0,5964,20.9,21
0,7500, 36 months,0.065,230.01,A,A4,MORTGAGE,103500,8.64,0,9972,0,76,,9,0,2811,49.3,19
0,5000, 36 months,0.142,171.43,C,C5,RENT,45600,7.95,0,5530,1,,,4,0,5344,73.2,11
0,25000, 36 months,0.115,824.29,B,B4,MORTGAGE,94000,10.42,2,8845,1,11,,7,0,1369,7.2,40
0,35000, 60 months,0.124,786.01,B,B4,OWN,83660,22.43,0,11099,0,55,,21,0,19950,12.6,46
0,14500, 60 months,0.1,308.02,B,B4,RENT,38400,15.44,0,7660,1,,,7,0,8676,71.7,18
0,10000, 60 months,0.157,241.33,D,D4,RENT,80000,16.25,1,8452,1,5,,9,0,17173,61.4,36
0,12000, 36 months,0.115,395.66,B,B4,MORTGAGE,85500,14.6,0,7873,2,,,10,0,34046,73.4,29
0,8000, 36 months,0.075,248.89,A,A3,MORTGAGE,51000,12.54,0,9426,0,,,5,0,50805,68.2,32
0,9600, 36 months,0.103,310.9,B,B2,RENT,45000,14.88,0,8572,1,81,,10,0,7968,57.7,17
0,9600, 60 months,0.104,205.78,B,B1,MORTGAGE,35000,5.73,0,10125,0,,,8,0,5468,26,23
0,5000, 36 months,0.089,158.77,A,A5,RENT,35000,8.16,0,5377,2,,,8,0,6867,26.7,17
0,3000, 36 months,0.089,95.26,A,A5,MORTGAGE,70000,12.22,0,6716,0,32,,22,0,10640,21.2,37
0,21000, 60 months,0.21,568.01,F,F3,RENT,98000,17.63,0,7476,1,,,14,0,34456,83.4,26
0,8000, 36 months,0.058,175.9,A,A2,RENT,60000,4.8,0,7111,1,,,9,0,607,4.3,11
0,14000, 36 months,0.085,441.89,A,A5,RENT,40404,26.08,0,11129,0,68,,5,0,13069,61.6,15
0,6000, 36 months,0.089,190.52,A,A5,MORTGAGE,44500,22.09,0,6777,1,,,11,0,2539,24.7,15
1,11400, 60 months,0.142,266.27,C,C5,OWN,49632,21.11,0,11890,3,,,13,0,31099,65.5,36
1,14400, 36 months,0.106,468.86,B,B3,OWN,36000,22.43,0,6899,0,,,7,0,10899,84.5,12
0,11000, 36 months,0.11,360.08,B,B3,MORTGAGE,205000,10.16,0,17764,0,,,10,0,146472,86.5,14
0,8500, 36 months,0.114,279.75,B,B5,RENT,44000,17.13,0,6381,1,,,9,0,12430,46.6,14
0,10000, 36 months,0.108,326.21,B,B2,RENT,51160,21.34,0,6807,1,,,11,0,11502,65.7,16
0,4750, 36 months,0.13,160.01,C,C3,RENT,20400,23.29,0,7629,0,28,,4,0,4310,93.7,15
0,3000, 36 months,0.115,98.92,B,B4,RENT,31704,3.82,0,5408,0,,,5,0,5055,36.6,9
0,10000, 60 months,0.19,259.36,F,F3,RENT,110000,12.93,0,6320,1,,,12,0,10744,65.9,20
0,2500, 36 months,0.135,84.81,C,C4,MORTGAGE,101000,13.76,0,15086,1,29,,7,0,45304,96.6,15
0,6400, 36 months,0.075,199.06,A,A4,MORTGAGE,103000,5.07,0,8026,0,,85,9,1,2482,16.9,16
1,16950, 60 months,0.135,389.93,C,C1,MORTGAGE,37440,20.8,0,8695,2,,,8,0,5461,61.4,26
0,6000, 36 months,0.152,208.67,C,C5,RENT,31200,14.88,0,7415,1,,,5,0,5269,99.4,12
0,15000, 36 months,0.079,469.36,A,A4,RENT,43000,19.4,0,7629,0,,,9,0,12835,60.3,16
1,12000, 60 months,0.127,271.14,B,B5,MORTGAGE,63000,20.67,0,12560,0,25,,13,0,23888,64.1,45
0,17500, 36 months,0.106,420.02,B,B3,RENT,40800,20.94,0,14447,1,,,11,0,14259,59.4,16
0,9350, 36 months,0.075,290.81,A,A4,RENT,50000,22.01,0,7873,0,,,9,0,28183,67.6,19
0,7000, 36 months,0.069,215.89,A,A3,MORTGAGE,43000,12.08,0,8391,1,,,18,0,7979,23.7,32
0,21250, 36 months,0.13,715.9,C,C1,RENT,40000,15.63,0,6777,0,,,11,0,16299,70.9,16
0,17600, 36 months,0.087,557.23,B,B1,RENT,153000,0.12,0,6046,0,0,0,6,0,1032,5,7
0,3000, 36 months,0.12,99.63,B,B5,MORTGAGE,40000,0.45,3,10064,0,20,,5,0,271,19.4,11
0,19000, 36 months,0.108,619.79,B,B2,RENT,52000,11.93,0,7507,1,,,4,0,3936,32.8,11
0,22000, 60 months,0.183,561.66,D,D5,MORTGAGE,92000,19.64,2,6685,2,21,,15,0,9191,23.2,20
0,3600, 36 months,0.075,112,A,A4,RENT,55000,18.7,0,8330,0,,,6,0,1953,17,18
0,9000, 36 months,0.113,296.1,C,C2,MORTGAGE,132000,5.44,0,9668,1,,89,8,1,25120,85.4,23
0,15000, 36 months,0.16,527.29,D,D2,MORTGAGE,103000,11.34,1,7476,2,23,99,6,1,3844,31,19
0,30750, 60 months,0.117,679.52,B,B3,MORTGAGE,58000,24.21,0,12164,0,,,10,0,52669,45.9,27
0,14000, 36 months,0.077,436.52,A,A5,MORTGAGE,201000,10.39,0,11767,2,56,,9,0,30184,53.5,26
0,7200, 36 months,0.099,232.02,B,B1,RENT,38400,12.78,0,7111,2,,,6,0,10912,71.8,14
0,10000, 36 months,0.096,320.95,A,A5,MORTGAGE,50280,13.77,0,9821,1,,91,6,1,1251,5.5,14
0,25000, 60 months,0.115,445.8,B,B4,RENT,49380,10.38,0,11282,0,,,8,0,20176,48.7,29
0,35000, 60 months,0.169,867.78,D,D4,MORTGAGE,1.00E+05,14.12,0,8452,0,,,8,0,5615,27.8,20
0,6250, 60 months,0.115,137.43,B,B4,MORTGAGE,31000,14.36,0,9487,0,,,12,0,22516,47.4,23
0,5600, 36 months,0.115,184.64,B,B4,RENT,50000,10.25,1,8968,0,18,,13,0,3915,41.2,30
0,6500, 36 months,0.075,202.22,A,A4,RENT,41000,16.8,0,10856,1,,,9,0,6238,14.9,11
1,5000, 60 months,0.168,123.65,D,D2,RENT,62000,7.39,0,7781,0,32,,9,0,8357,82.6,16
0,10800, 36 months,0.108,352.31,B,B2,MORTGAGE,100800,15.32,0,8207,0,,,6,0,24675,70.1,13
0,5650, 36 months,0.099,182.08,B,B1,RENT,51000,17.29,0,9060,0,,,11,0,10222,56.8,13
0,25000, 36 months,0.131,843.08,C,C2,MORTGAGE,138000,4.14,0,8238,0,,,4,0,6578,65.8,13
0,6000, 36 months,0.071,185.64,A,A3,RENT,105000,16.06,0,9303,0,,,7,0,393,1.4,44
0,10000, 36 months,0.054,301.6,A,A1,MORTGAGE,38400,10.69,0,10825,0,48,,16,0,13985,17.6,32
0,25000, 60 months,0.184,525.57,E,E2,MORTGAGE,140000,16.41,0,9242,0,,,8,0,19141,76.6,33
0,35000, 60 months,0.152,836.88,C,C5,MORTGAGE,120000,22.74,0,8115,1,,,13,0,13651,36.9,47
0,16000, 60 months,0.111,348.76,B,B5,RENT,70000,1.03,0,6746,0,70,,9,0,1692,6.2,19
0,15000, 60 months,0.168,301.41,E,E2,MORTGAGE,108000,5.81,1,11190,5,3,,6,0,7546,34.9,24
0,10000, 36 months,0.131,337.45,C,C2,RENT,79000,17.86,1,8056,2,22,,10,0,156875,54.8,28
0,6400, 36 months,0.086,202.42,A,A5,MORTGAGE,58900,10.55,0,8115,0,,,6,0,1686,52.7,6
0,5000, 36 months,0.095,160.05,B,B1,RENT,40000,5.97,1,7629,1,13,0,7,0,3212,35.7,18
0,8000, 60 months,0.172,199.64,E,E3,OWN,159996,18.55,0,8725,4,,,20,0,23789,75,42
0,4750, 60 months,0.106,102.31,B,B2,MORTGAGE,45000,8.24,0,10764,2,27,,9,0,2672,26.2,27
0,3500, 36 months,0.146,120.63,D,D1,OWN,28500,6.82,0,8115,3,42,,8,0,3203,51.7,16
0,10000, 36 months,0.114,329.1,B,B5,RENT,70800,20.31,0,9517,0,,,11,0,24672,63.8,19
0,6000, 36 months,0.149,207.73,D,D2,MORTGAGE,46800,10.05,0,7812,0,29,100,7,1,2741,72.1,25
0,12000, 36 months,0.093,383.37,A,A4,MORTGAGE,85000,9.15,0,11798,0,,,8,0,9825,24.3,23
0,3775, 36 months,0.153,131.37,C,C4,OWN,22300,21.42,0,8391,2,60,,11,0,7465,22.2,25
0,5000, 36 months,0.115,164.86,B,B4,MORTGAGE,75000,5.02,0,5620,1,,,11,0,8837,41.5,18
0,4500, 36 months,0.071,139.24,A,A3,RENT,32640,20.81,0,6807,0,,,12,0,4625,30,20
0,1400, 36 months,0.154,48.79,D,D5,MORTGAGE,36000,5.07,0,6654,2,,,3,0,0,,6
0,4000, 36 months,0.107,130.47,B,B4,RENT,34800,1.97,0,12894,1,,,13,0,1869,2.7,30
0,10600, 36 months,0.13,357.11,C,C1,RENT,65600,19.87,0,8391,1,,,8,0,39582,94.5,18
1,35000, 36 months,0.11,1145.69,B,B3,RENT,82000,3.25,0,6807,5,,,17,0,722,1.9,56
0,25600, 36 months,0.099,824.96,B,B1,RENT,110000,15.71,0,7965,0,,,11,0,26088,62,27
0,11000, 36 months,0.168,390.93,D,D2,RENT,125000,7.85,1,6899,2,3,,15,0,12791,47.2,21
0,5000, 36 months,0.066,153.52,A,A2,MORTGAGE,78000,2.37,2,8115,0,9,,7,0,305,4.4,25
0,6500, 36 months,0.146,224.09,D,D1,RENT,125000,5.49,0,5408,0,,,5,0,5940,80.3,8
0,8400, 36 months,0.115,276.94,B,B2,RENT,28000,21.05,0,11617,1,,,5,0,438,21.9,5
0,7725, 36 months,0.089,245.44,A,A5,RENT,48000,16.63,0,7842,2,,,9,0,15355,35.5,23
0,20000, 36 months,0.115,659.37,B,B2,MORTGAGE,2.00E+05,4.24,0,10125,4,,,7,0,15571,8.7,27
0,9250, 36 months,0.129,311.11,C,C1,RENT,27456,18.97,0,6777,0,,,7,0,9666,83.3,9
0,8000, 36 months,0.118,265.08,B,B3,RENT,55000,17.72,0,7903,0,,,6,0,21470,85.5,7
0,3000, 36 months,0.06,91.31,A,A1,MORTGAGE,90000,11.03,0,15178,0,,,13,0,10585,8.9,19
0,8000, 36 months,0.104,259.5,B,B5,MORTGAGE,90000,17.12,1,11037,0,13,,8,0,29708,67.5,20
0,25000, 36 months,0.079,782.26,A,A4,MORTGAGE,90000,2.44,0,6504,0,,,4,0,9227,33.8,20
0,2100, 36 months,0.125,70.28,B,B5,MORTGAGE,68000,8.33,0,9638,3,39,56,9,1,11023,72,27
0,13000, 36 months,0.073,403.13,A,A4,RENT,87000,10.59,0,10125,1,,,14,0,30237,27.9,31
0,10625, 36 months,0.066,326.23,A,A2,RENT,33000,27.38,0,6229,0,,,6,0,6290,46.3,19
0,9000, 36 months,0.079,281.62,A,A4,RENT,26785,5.6,0,9638,5,,,12,0,2299,4.8,15
0,3000, 36 months,0.1,96.75,B,B5,RENT,62000,11.98,0,6716,0,0,0,9,0,12640,83.2,12
0,13800, 36 months,0.11,451.73,B,B3,MORTGAGE,75000,17.34,0,10764,0,53,,13,0,13086,40.7,27
1,17000, 60 months,0.149,403.63,D,D2,RENT,60000,8.58,0,7111,0,,,12,0,772,5.1,14
0,8000, 36 months,0.141,273.84,D,D1,RENT,37000,16.96,0,5985,2,,,5,0,5252,56.5,6
1,14000, 36 months,0.065,429.35,A,A4,MORTGAGE,42000,4.26,0,8664,1,,,4,0,4644,25.8,14
0,10000, 36 months,0.135,339.31,C,C1,MORTGAGE,50000,3.55,0,6807,2,,,5,0,5263,63.4,7
0,20000, 60 months,0.16,485.83,D,D4,MORTGAGE,80000,12.2,0,7111,1,,,12,0,20744,47.3,19
1,25000, 36 months,0.162,880.78,F,F3,MORTGAGE,113000,24.84,1,12470,0,15,0,13,0,51039,93.8,33
0,3500, 36 months,0.08,109.68,A,A3,MORTGAGE,30000,2.24,0,6015,3,,,9,0,2298,18.5,20
0,5200, 60 months,0.13,118.29,C,C1,RENT,47500,18.84,0,7234,0,,,17,0,21577,74.1,31
0,20000, 36 months,0.104,648.83,B,B3,MORTGAGE,120000,12.82,0,8480,0,,,15,0,14428,26.7,27
0,15900, 36 months,0.13,536.05,C,C5,RENT,72000,3.52,0,7812,0,,,7,0,16122,97.7,15
0,10000, 36 months,0.132,338.05,C,C1,RENT,92652,12.21,0,6777,1,,,6,0,3607,34.4,23
0,5500, 36 months,0.103,178.12,B,B2,MORTGAGE,90000,7.15,0,9060,1,44,,15,0,7195,39.5,37
0,5000, 36 months,0.093,159.74,A,A4,MORTGAGE,119604,8.45,0,9972,4,,,12,0,20334,25.5,31
0,16000, 36 months,0.132,540.81,C,C2,MORTGAGE,80689.8,19.91,1,10521,0,18,,17,0,15171,36.1,39
0,10000, 60 months,0.16,243.29,D,D5,RENT,43000,23.94,1,8238,1,15,,3,0,3027,67.3,14
0,4800, 36 months,0.147,165.58,C,C3,RENT,14400,2.08,0,5438,1,33,,2,0,40,2.2,9
0,12000, 36 months,0.122,399.9,C,C1,RENT,62500,14.82,0,8907,1,,,8,0,22728,69.3,13
0,4000, 60 months,0.117,88.4,B,B3,RENT,42000,13.17,0,5864,0,,,6,0,5915,51,10
0,8000, 36 months,0.132,270.44,C,C1,MORTGAGE,180000,7.86,0,5895,2,,,14,0,4945,61,22
0,21000, 36 months,0.143,720.43,C,C5,OWN,120000,8.51,1,9364,0,10,,4,0,255,0.8,10
0,12000, 36 months,0.058,363.93,A,A2,MORTGAGE,1.00E+05,4.09,0,8146,0,,,9,0,4302,14.1,16
0,7000, 36 months,0.071,216.59,A,A3,RENT,40000,9.06,0,10703,3,60,,14,0,5332,22.2,37
0,8000, 36 months,0.104,259.53,B,B3,MORTGAGE,120000,11.32,1,9273,0,22,,9,0,0,0,28
0,6850, 36 months,0.065,210.08,A,A4,RENT,57000,22.13,0,6960,1,,,13,0,4939,28.1,25
0,3150, 36 months,0.156,110.16,D,D1,RENT,72000,6.32,1,6777,2,20,,5,0,3628,84.4,9
0,16000, 36 months,0.145,551.05,D,D1,RENT,68500,18.64,0,7965,1,35,,5,0,16700,80.7,24
0,2400, 36 months,0.141,82.14,D,D1,RENT,44004,8.94,0,5316,3,,,2,0,2167,86.7,4
0,10000, 36 months,0.086,316.11,A,A4,RENT,36000,3.47,0,8360,0,,,6,0,9389,22.2,12
0,10000, 36 months,0.093,319.17,B,B2,MORTGAGE,33975,18.97,0,14873,0,,89,11,1,15402,91.7,17
0,8000, 36 months,0.077,249.44,A,A5,RENT,45000,1.2,0,7842,1,,,4,0,91,3,18
0,5000, 36 months,0.214,189.31,F,F4,MORTGAGE,35000,21.91,0,4890,2,,,2,0,0,,5
0,20000, 36 months,0.136,679.37,C,C3,MORTGAGE,98000,7.8,0,12012,1,,,16,0,24918,29.7,35
0,16000, 60 months,0.126,360.87,C,C2,MORTGAGE,84000,5.16,0,10337,5,69,,19,0,28921,34.8,52
0,15000, 60 months,0.135,345.08,C,C2,RENT,49000,8.06,0,8391,0,,105,4,1,4711,34.6,6
0,3800, 36 months,0.064,116.28,A,A1,MORTGAGE,146000,4.21,0,10306,2,,,9,0,3876,7.9,31
1,8000, 36 months,0.117,264.61,B,B3,MORTGAGE,62004,19.78,0,8633,1,,,15,0,10964,52,38
0,16000, 36 months,0.139,545.67,C,C4,MORTGAGE,54000,10.22,0,8360,2,,106,16,1,18936,55.7,22
0,8000, 36 months,0.093,255.58,A,A4,RENT,30000,8.48,0,8511,2,,,8,0,8840,24.6,19
0,3500, 36 months,0.1,112.94,B,B2,RENT,63504,12.07,1,9090,0,16,,9,0,1995,32.2,15
1,24000, 60 months,0.127,542.28,B,B5,MORTGAGE,85000,25.54,0,11494,0,,,10,0,29750,96,38
0,10000, 36 months,0.128,336.18,C,C2,RENT,103000,2.9,0,6716,5,,,13,0,10338,23.3,17
0,10000, 36 months,0.111,327.96,B,B3,MORTGAGE,147500,9.92,1,11525,0,2,,22,0,41320,55.4,41
0,10000, 36 months,0.17,356.27,E,E5,RENT,51000,23.53,0,8725,3,,,20,0,19230,44.4,32
0,12500, 60 months,0.169,309.92,D,D4,MORTGAGE,25000,15.31,0,8238,0,,94,7,1,8150,79.9,21
0,15000, 60 months,0.156,361.44,D,D3,RENT,63000,13.96,0,5711,2,,,7,0,10694,54.3,8
0,15600, 36 months,0.062,475.79,A,A3,MORTGAGE,110000,2,0,8391,1,,,6,0,1,0,31
0,35000, 36 months,0.089,1111.37,A,A5,RENT,80000,9.53,0,10764,3,,,14,0,53655,23.5,23
0,4600, 36 months,0.064,140.76,A,A1,MORTGAGE,120000,5.2,0,11494,0,,,17,0,10782,11.7,42
1,25000, 60 months,0.183,638.93,F,F1,RENT,160000,10.42,0,9395,1,81,,15,0,26833,44.7,36
0,12000, 60 months,0.188,309.91,E,E3,MORTGAGE,68148,20.02,1,10643,2,20,,10,0,11343,59.7,19
0,3200, 36 months,0.11,104.75,B,B3,RENT,51000,23.19,0,8268,0,45,,13,0,10613,31.8,20
0,10000, 36 months,0.117,330.76,B,B3,RENT,33200,6.43,1,5134,0,11,,8,0,4932,63.3,9
0,8000, 36 months,0.071,247.53,A,A3,RENT,45000,1.73,0,6076,0,,,6,0,3381,24.1,6
1,1200, 36 months,0.104,38.93,B,B5,RENT,15000,24.8,0,11009,3,,,5,0,9978,35.8,11
0,10000, 36 months,0.141,342.29,D,D1,RENT,30000,13.96,0,8968,3,37,,13,0,12022,20,29
0,16000, 60 months,0.16,389.01,D,D2,MORTGAGE,38000,9.63,0,7781,0,,,4,0,12590,80.2,6
0,20000, 36 months,0.115,659.43,B,B4,MORTGAGE,70000,12.33,0,7750,0,38,,7,0,25413,95.9,18
1,23975, 36 months,0.179,865.92,E,E5,MORTGAGE,150000,23.44,0,7750,0,43,,12,0,92965,61.9,25
0,8000, 36 months,0.147,275.96,C,C3,MORTGAGE,45000,21.6,1,7384,3,15,,7,0,492,6.6,23
1,6000, 60 months,0.131,136.71,C,C2,MORTGAGE,45100,2.31,0,12409,1,55,,9,0,2381,49.6,24
0,14400, 36 months,0.104,467.16,B,B3,RENT,81380,9.36,0,8603,0,58,,10,0,19977,39.4,17
1,12000, 60 months,0.173,299.98,D,D3,RENT,70000,9.21,0,5073,3,38,,14,0,2865,41.9,19
0,6325, 60 months,0.073,126.11,A,A4,MORTGAGE,60000,26.6,0,8330,0,,,16,0,23472,36.7,42
0,9500, 36 months,0.099,306,B,B1,RENT,50000,13.7,0,7081,1,,,8,0,5460,21.5,14
0,6000, 36 months,0.089,190.52,A,A5,RENT,41000,14.53,0,11982,0,29,,11,0,2983,46.6,22
0,25000, 60 months,0.183,638.25,D,D5,MORTGAGE,101000,16.27,0,8238,0,62,,13,0,16370,77.2,25
0,11650, 36 months,0.135,395.2,C,C4,RENT,57996,13.28,0,7690,1,44,,20,0,22195,45.7,40
0,25000, 36 months,0.115,824.22,B,B2,MORTGAGE,1.00E+05,7.22,0,10795,2,,,8,0,1146,6.8,34
0,21250, 60 months,0.156,512.03,D,D3,MORTGAGE,65000,19.86,0,7660,2,,,11,0,13909,57.7,19
0,3800, 36 months,0.086,120.12,A,A4,RENT,25000,5.33,0,11982,3,,,4,0,2456,8.1,7
1,10000, 36 months,0.126,335.07,C,C2,MORTGAGE,132000,20.88,0,9576,6,73,,17,0,395,3.8,27
0,4000, 36 months,0.107,130.47,B,B4,RENT,31000,4.61,0,5346,0,,,6,0,1674,14.9,6
0,18000, 36 months,0.1,580.73,B,B1,OWN,86000,11.56,0,7172,2,,,9,0,1976,4.6,20
1,12000, 60 months,0.163,293.87,E,E2,RENT,63000,19.52,0,7690,2,,,6,0,13737,80.3,31
0,35000, 60 months,0.135,805.17,C,C1,OWN,90000,19.09,0,7050,2,,,10,0,37902,43.3,31
0,4300, 36 months,0.109,140.6,C,C3,RENT,36000,9.87,0,6534,0,0,0,8,0,12323,44,16
0,10000, 36 months,0.144,343.48,C,C4,MORTGAGE,87996,21.56,0,9090,4,,,17,0,32618,63.5,38
1,6000, 36 months,0.132,202.63,C,C3,RENT,36000,23.77,0,8876,1,,,17,0,6581,39.6,22
0,10000, 36 months,0.136,339.89,C,C2,MORTGAGE,56004,10.58,0,7781,2,,,9,0,43589,79.4,27
1,2500, 36 months,0.085,78.91,A,A5,RENT,36000,17.87,0,6869,0,29,,7,0,872,33.5,10
0,13000, 36 months,0.099,418.93,B,B1,RENT,37000,23.71,0,5895,1,,,10,0,10884,68.9,18
0,5000, 36 months,0.077,155.9,A,A5,MORTGAGE,81510,11.19,0,7384,0,,,14,0,13200,34.5,35
0,13000, 36 months,0.089,412.68,B,B1,OWN,24996,16.8,1,7781,0,10,,12,0,12133,35.9,33
0,9600, 60 months,0.136,221.44,C,C2,MORTGAGE,120000,13.25,0,8968,2,28,,10,0,18148,45.9,20
0,7200, 36 months,0.079,225.29,A,A4,RENT,149000,13.63,0,8238,0,49,,10,0,6787,37.1,17
1,25000, 60 months,0.16,608.22,D,D5,MORTGAGE,60000,13.92,0,8603,0,,,7,0,14075,71.8,18
0,12000, 60 months,0.175,301.41,D,D5,MORTGAGE,50000,20.9,0,7660,1,,93,5,1,6850,65.9,21
1,10000, 60 months,0.145,235.08,D,D2,MORTGAGE,36000,20.5,0,6442,2,,,8,0,11406,54.8,17
1,15000, 36 months,0.122,376.52,C,C4,MORTGAGE,57000,22.76,0,9334,0,,,8,0,8939,74.5,20
0,10500, 36 months,0.16,369.16,D,D5,MORTGAGE,93996,17.8,0,6320,4,,,13,0,42530,84.5,22
0,2000, 60 months,0.11,43.48,B,B3,RENT,16000,23.18,0,6046,0,,,6,0,2948,53.6,8
0,5500, 36 months,0.075,171.11,A,A4,MORTGAGE,56000,14.51,0,8146,0,29,,16,0,2097,4.8,31
0,24000, 36 months,0.075,746.66,A,A3,MORTGAGE,52800,11.55,0,8725,0,,,7,0,12923,51.9,28
0,5000, 36 months,0.116,165.07,B,B3,RENT,85000,18.48,1,8146,1,23,,6,0,2591,74,32
0,19000, 36 months,0.135,644.68,C,C2,MORTGAGE,115000,6.62,0,14112,0,71,,5,0,19521,85.6,22
0,10000, 36 months,0.126,335.07,C,C2,MORTGAGE,60000,17.52,0,6807,4,40,,9,0,3688,38.4,29
0,22725, 36 months,0.158,796.26,F,F1,MORTGAGE,70000,29.21,0,13078,2,0,0,15,0,57143,52.7,38
0,5000, 36 months,0.153,174.02,D,D3,RENT,41004,11.15,0,7599,1,56,,5,0,6715,69.9,25
1,17000, 60 months,0.12,378.07,B,B5,MORTGAGE,58000,23.92,0,19469,0,,,10,0,49550,79.9,28
0,6000, 36 months,0.118,198.81,B,B3,RENT,22500,4.48,0,7264,1,,,3,0,2458,68.3,5
0,13800, 36 months,0.115,454.97,B,B2,OWN,43200,23.61,0,12925,0,,,4,0,6698,67,21
0,15000, 60 months,0.104,321.37,B,B5,MORTGAGE,70000,11.79,0,8115,0,,111,8,1,4746,39.2,12
0,15500, 36 months,0.093,494.71,B,B2,MORTGAGE,168000,5.11,0,8725,0,,,10,0,2363,7.1,51
0,3900, 36 months,0.12,129.52,B,B5,RENT,30000,2.4,0,6138,2,30,,8,0,2687,50.7,15
0,8400, 36 months,0.138,286.08,E,E2,RENT,34000,14.29,0,5923,1,0,0,11,0,4206,75.1,11
0,2800, 36 months,0.123,93.39,C,C5,RENT,26500,25.43,0,6168,0,,,10,0,1705,6.4,10
0,24000, 36 months,0.06,730.02,A,A2,MORTGAGE,70000,1.8,0,10978,0,43,,7,0,4413,6.4,27
0,20000, 36 months,0.127,671.33,C,C1,RENT,132000,12.41,0,8238,0,,,6,0,43124,92.4,39
1,14000, 60 months,0.217,384.05,F,F3,RENT,42000,11.57,0,7446,1,32,,8,0,7168,84.3,11
0,16000, 36 months,0.135,542.89,C,C1,MORTGAGE,68000,16.76,0,7142,1,43,,15,0,11684,42.6,33
